application_type_raw,application_type_clean,application_track,application_has_early_merit,application_type_inconsistent_flag,remaining_cap_50_rule_pct,level,application_term,nationality,applicant_citizenship,applicant_marital_status,applicant_plan_to_reside,father_status,father_employment_sector,father_position,father_employer_name,father_annual_income_from_work_status,father_work_status_benefits_total,father_self_employed_name,father_gross_income,father_net_income,father_ever_worked,father_unemployment_date,father_second_occupation_flag,father_job_info_clean,father_job_info_category,father_income_document,father_income_document_status,father_income_document_suspicious_flag,mother_status,mother_employment_sector,mother_position,mother_employer_name,mother_annual_income_from_work_status,mother_work_status_benefits_total,mother_self_employed_name,mother_gross_income,mother_net_income,mother_ever_worked,mother_unemployment_date,mother_second_occupation_flag,mother_job_info_clean,mother_job_info_category,mother_income_document,mother_income_document_status,siblings_at_aub_count,siblings_not_at_aub_count,siblings_other_total_tuition,siblings_other_total_financial_assistance,source_of_income_type,source_of_income_work_status,source_of_income_has_record,dependents_count,investments_count,investments_total_annual_profit,financial_assistants_count,financial_assistants_total_est_annual_amount,special_family_circumstances_category,special_family_circumstances_detail,loans_count,loans_total_amount,loans_total_monthly_payment,loans_total_remaining_balance,loans_max_remaining_years,properties_count,property_types,properties_total_area,properties_total_estimated_value,properties_mortgaged_count,properties_rented_income_total,properties_planted_income_total,cars_count,car_models,cars_mortgaged_count,travel_records_clean,travel_records_category,travel_records_missing_flag,certificate_ownership_clean,certificate_ownership_status,applicant_is_employed,applicant_position,spouse_citizenship,decision,over_and_above_decision,over_and_above_percentage_awarded,has_over_and_above,submission_date,need_pct,need_comment,merit_pct,merit_hist_pct,merit_comment,consent_to_share_information,bin_status,faid_missing_documents,faid_missing_documents_count,school,school_was_missing
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Librairie Jabbour, Lebanon",14600.0,13000.0,,,0,,missing,14600.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,bankruptcy,"My family has been facing bankruptcy for over a decade, predating the economic challenges that have recently afflicted Lebanon. Despite our financial struggles, we have managed to sustain ourselves with the basics of life, such as food and minimal healthcare. However, our financial situation does not permit luxuries like traveling or tourism. We have adapted our lifestyle to minimize expenses, focusing on local activities and necessities to make ends meet. Living under these circumstances has taught me resilience and I have developed a strong sense of financial responsibility. Despite the challenges, I remain committed to pursuing my education and making the most of the opportunities available to me.",0,,,,,1,house,190.0,100000.0,0,,,1,"Nissan, Sunny, 2011",0,0,none,0,,missing,0,,,awarded,no_o_a,,0,2024-06-23,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"International College (IC), Beirut",1
,Regular Professional Application,professional_regular,0,0,50.0,Professional,202711,Lebanon,Lebanon,Single,Rented Apartment,Employed,Private Sector,sales manager,droguerie de l'union s.a.l,28464.0,8053.0,,,,,,0,,missing,36000.0,parsed,0,Employed,Private Sector,administration - compensation and benefit manager,coral oil company,,1210.0,,,,,,0,,missing,50000.0,parsed,0,2,33689.0,16963.0,not_applicable,,0,0,0,,0,,other,"no need to mention, but we support both grand parents with 300-400$ monthly",0,,,,,1,apartment,170.0,200000.0,1,,,2,"mazda, mazda 2, 2012; toyota, fortuner, 2011",0,,missing,1,,missing,0,,,denied,,,0,2025-11-25,0.0,"Denied as per Committee Decision FA Med I: Aug 10, 2026 - Jun 25, 2027",,,,yes,denied,Certificate of Ownership نفي ملكية,1,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,marketig specialist,Global Hub,35840.0,12160.0,,,,,,0,,missing,48000.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,1,5000.0,0.0,not_applicable,,0,1,0,,0,,other,"My dad lost his job three years ago, and our lives completely changed. A year later, he found a regular job with an average salary that covers only our basic living expenses and his family commitments, but it is not enough to afford the full AUB tuition fees.",1,4000.0,267.0,1600.0,0.5,3,apartment,435.0,280000.0,0,,,1,"Mercedes, 300 GLC, 2016",0,"high for applicant and mother, very high and recent for father.",very_high,0,,missing,0,,,denied,,,0,2025-10-14,0.0,Denied as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,Certificate of Ownership نفي ملكية,1,"Saint Mary's Orthodox College (SMOC), Beirut",0
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Academic Quality Controller,International School of Choueifat-Choueifat,25200.0,910.0,,,,,,0,,missing,26010.0,parsed,0,Employed,Private Sector,Teacher/Math Analyst,International School of Choueifat-Choueifat,,,,,,,,0,,missing,32000.0,parsed,0,2,0.0,,not_applicable,,0,1,0,,0,,none,,0,,,,,5,land,6021.0,120000.0,0,,,2,"Huyndai, Tucson, 2013; Nissan, Xtrail, 2011",0,low,low,0,1 land in jezzine + 1/4 land in kafarshima,reported_ownership,0,,,awarded,no_o_a,,0,2024-10-28,15.0,Awarded 15% as per Committee Decision FA Spring 2024-25,,,,yes,awarded,,0,"International School of Choueifat, Choueifat",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,United States,United States Lebanon,Single,Parents Home,Self-Employed,,,,,,"Saint-George University Hospital, Lebanon",25000.0,25000.0,,,0,,missing,18000.0,parsed,0,Unemployed,,Creative Art Director,Perceptions,,,,,,Yes,2000-09-09,0,NSSF,nssf,0.0,parsed,0,1,3600.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,1,apartment,200.0,300000.0,0,7200.0,,0,,0,Zero for applicnt and father. Very few for mother to France,none,0,OC: 2 apartments in achrafieh+ 50% of 5 lands in Beit Chabeb+ 16% of 2 lands in Berit Chabeb+100% of 1 land in Beit Chabeb+3% of 1 land in Beit Chabeb+25% of 2 lands in Beit Chabeb+50% of 2 lands in Beit Chabeb,reported_ownership,0,,,denied,,,0,2025-05-04,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,"College Notre Dame de Jamhour, Baabda",0
Freshman,Freshman,freshman_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Other,Employed,Private Sector,Senior Account Manager,du,60000.0,72491.0,,,,,,0,,missing,123000.0,parsed,0,Unemployed,,,,,,,,,No,,0,ikama,residency_document,0.0,parsed,0,1,8520.0,,not_applicable,,0,2,0,,0,,"sickness, other","Mother of Emilio, Darine Barbar, Lost her leg due to cancer. being an above knee amputee, the expenses of new parts and maintenance of existing parts are extremely high and expensive.",1,110882.4,1848.04,86857.88,4.0,1,apartment,165.0,150000.0,0,,,2,"Ford, Territory, 2024; Tesla, 3, 2021",1,very high and recent ( uae documents ),very_high,0,,missing,0,,,denied,,,0,2024-10-27,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,Certificate of Ownership نفي ملكية,1,International School Choueifat: Dubai,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,AUB Dorms,Employed,Public Sector,judge,,10360.0,12000.0,,,,,,0,Ministry of justice,other,10000.0,parsed,0,Employed,Public Sector,inspector,,,,,,,,,0,Public sector,other,10000.0,parsed,0,2,6616.0,966.0,not_applicable,,0,0,0,,0,,none,,0,,,,,2,apartment,300.0,220.0,0,,,2,"toyota, yaris, 2008; toyota, chr, 2021",0,low for all,low,0,OC: 1 apartment in beirut mazra3a + 1 apartment in chhim chouf + 1/2 land in chhim chouf (in the name of another person + ifede 3ikariye),reported_ownership,0,,,awarded,no_o_a,,0,2025-11-17,20.0,Awarded 20% as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,,0,"College du Carmel Saint Joseph Mechref (CCSJ), Mechref",0
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202520,United States,United States Lebanon,Single,Parents Home,Employed,Private Sector,Commercial Director,Manyfood SAL + Free lance job since 2022 (as reflected in bank external account statement),23508.0,,,,,,,0,Commercial director,other,24000.0,parsed,0,Employed,Private Sector,Head of Art,Brummana Highschool,,4759.0,,,,,,0,Brummana high school,other,10000.0,parsed,0,1,560.0,,not_applicable,,0,2,0,,0,,"other, law suits","1- We have both grandparents insured with GlobeMed (with the Teachers' fund through Roula Sahab) at a yearly cost of $4,426 / 2- We have a law suit with BLOM bank on our home (4302-9)",1,204000.0,1582.0,107000.0,,6,apartment; business premises,1306.0,925000.0,1,,,3,"Infinity QX70S, QX70S, 2016; Mitsubishi, Pajero, 2016; BMW, 118i, 2016",0,missing,other,1,OC: 1 apt in msaitbeh beirut + 1 land in aazra keserwan + 3 1/3 apts in ras beirut + 1 apt in beit mere,reported_ownership,0,,,denied,,,0,2024-11-22,0.0,Denied as per Committee Decision FA Spring 2024-25,,,,yes,denied,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Palestine,Palestine,Single,Parents Home,Self-Employed,,,,,,"Fayad El Mawed accessories, Lebanon",19000.0,8740.0,,,0,,missing,19000.0,parsed,0,Employed,Private Sector,employee,houssam eddine el hariri high school,,1285.0,,,,,,0,out of which 1285 as educational benefits,other,5096.0,parsed,0,2,8962.0,1292.0,not_applicable,,0,4,0,,0,,sickness,My mother had cancer and it affected our financial situation,0,,,,,1,apartment,138.0,65000.0,1,,,2,"Kia, sedan, 2015; BMW, Sedan, 2006",0,receipts-missing,receipt_only,1,1 apt in Saida,reported_ownership,0,,,awarded,no_o_a,,0,2025-03-18,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"Houssameddine Hariri High School, Saida",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202610,Lebanon,Lebanon Canada,Single,Parents Home,Employed,Private Sector,Controller- Senior Credit Officer,LGB Bank SAL,16041.0,6000.0,,,,,,0,,missing,17448.0,parsed,0,Employed,Private Sector,Senior Customer Service Officer,LGB BANK SAL,,,,,,,,0,,missing,15141.0,parsed,0,1,24000.0,16800.0,not_applicable,,0,0,0,,0,,none,,1,37333.0,5.24,104.8,1.5,3,apartment; land,1072.0,189413.0,1,,,1,"Honda, CRV, 2005",0,missing,other,1,1 appt in Msaytbeh,reported_ownership,0,,,awarded,no_o_a,,0,2024-11-23,30.0,Awarded 30% as per Committee Decision FA Fall 2025-26,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"Saint Mary's Orthodox College (SMOC), Beirut",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,mechanic,Pembrooke station,13000.0,,,,,,,0,,missing,18000.0,parsed,0,Unemployed,,Pharmacist,Trust Pharmacy,,,,,,Yes,2008-04-25,0,NSSF,nssf,0.0,parsed,0,1,90000.0,85000.0,not_applicable,,0,1,0,,0,,none,,1,30000.0,709.0,22000.0,0.0,5,business premises; house; land,5425.0,497000.0,0,,,1,"Range Rover, sport, 2008",0,receipts,receipt_only,0,OC:50% of a house in Jbeil+100% of a business premises in Jbeil+3 100% lands in Jbeil + 18% of an apartment in Mansourieh,reported_ownership,0,,,awarded,no_o_a,,0,2025-02-11,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"Lycee Franco Libanais, Nahr Ibrahim",0
,Regular Professional Application,professional_regular,0,0,50.0,Professional,202711,Lebanon,Lebanon,Single,Other,Unemployed,,Operations Director & Programs Coordinator,World Rehabilitation Fund (WRF) - Lebanon,,,,,,Yes,2025-07-01,0,NSSF,nssf,0.0,parsed,0,Employed,Private Sector,HR Coordinator,Wellspring Learning Community,,3168.0,,,,,,0,,missing,25234.0,parsed,0,1,20600.0,10300.0,not_applicable,,0,0,0,,0,,none,,0,,,,,7,house; land,1593.0,569250.0,0,,,3,"Mercedes, 500SEL, 1985; Mercedes, E350, 2010; Suzuki, Grand Vitara, 2005",0,0 for all,none,0,,missing,0,,,awarded,no_o_a,,0,2025-12-12,30.0,"Awarded 30% as per Committee Decision FA Med I: Aug 10, 2026 - Jun 25, 2027",,,,yes,awarded,Certificate of Ownership نفي ملكية,1,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Armed Forces,,General Security,5880.0,,,,,,,0,,missing,6254.0,parsed,0,Employed,Private Sector,draft person,Dar al handasah,,35.0,,,,,,0,,missing,24071.0,parsed,0,2,6512.0,0.0,not_applicable,,0,0,0,,0,,"law suits, sickness",depth law suits regarding our house in beit merry that we bought by a subsidized loan via General Security and the Central Bank. Heart Attack happened to my father Major Richard Saliba since April 15 2024.,0,,,,,2,apartment,364.0,275000.0,0,,,1,"Honda, CRV, 2007",0,0 for all,none,0,"1 apt in Jdaydeh + 1 apt in Beit Mery + 5 100/2400 lands in Rashayya (estimated at $3,000 all of them)",reported_ownership,0,,,awarded,no_o_a,,0,2024-11-25,30.0,Awarded 30% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,"Saints Coeurs Ain Najm, Ain Saadeh",0
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Accountant,Rammal Group,9000.0,14000.0,,,,,,0,"partner of 4; rammal group (home appliances trading); submitted form A as employee there, turned out to be partner)",other,6000.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf (ghayr mousajjal),nssf,0.0,parsed,0,1,3200.0,30.0,not_applicable,,0,0,1,0.0,0,,none,,0,,,,,1,apartment,218.0,250000.0,0,,,1,"Mercedes, C 300, 2015",0,0-low,low,0,missing,missing,0,,,denied,,,0,2024-11-26,0.0,Denied as per Committee Decision FA Spring 2024-25,,,,yes,denied,"Service Statement from NSSF - إفادة خدمة من الضمان الإجتماعي - Mother
Certificate of Ownership نفي ملكية
Form B - Self-Employed Income Statement - Father
Recent Income Tax Statement from the Ministry of Finance - ضريبة دخل من وزارة المالية - Father (Ensure the tax booklet is for the last fiscal year)",4,"Sagesse Saint Jean Brasilia, Baabda",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"LINEA TOURISTICA sarl, Lebanon",40000.0,18000.0,,,0,,missing,40000.0,parsed,0,Unemployed,,physiotherapist,self employer,,,,,,Yes,2020-03-15,0,NSSF,nssf,0.0,parsed,0,0,,,not_applicable,,0,2,0,,0,,other,I can't withdraw money from the bank due to the national problem of the bank,0,,,,,4,apartment; house; land,4175.0,520000.0,0,,,3,"Toyota, Rav 4, 2015; Toyota, Yaris, 2016; Yamaha, nmax, 2019",0,"0 for applicant, low for father, missing for mother.",low,1,missing,missing,0,,,awarded,no_o_a,,0,2024-11-28,20.0,Awarded 20% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"College Protestant Francais (CPF), Koraytem Beirut",0
,Regular Professional Application,professional_regular,0,0,50.0,Professional,202611,Lebanon,,Single,Parents Home,Self-Employed,,,,,,"Dental Clinic, Lebanon",18000.0,12000.0,,,0,,missing,18000.0,parsed,0,Self-Employed,,,,,,Diet Clinic,25000.0,20000.0,,,0,,missing,25000.0,parsed,0,0,,,not_applicable,,0,3,0,,0,,sickness,Aunt is undergoing cancer treatment.,0,,,,,3,apartment,460.0,400000.0,0,,,3,"Subaru, Impreza, 2017; Suzuki, Swift, 2016; Suzuki, Grand Vitara, 2023",0,missing,other,1,2 apts in Zouk Mkael + 1 apt in Feytroun,reported_ownership,0,,,awarded,no_o_a,,0,2024-11-21,15.0,"Awarded 15% as per Committee Decision FA Med I: Aug 14, 2025 - Jun 28, 2026",,,,yes,awarded,,0,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon,Single,Rented Apartment,Self-Employed,,,,,,"barakat wa elias lal tijara, Lebanon",100000.0,35000.0,,,0,"partner of 2 (50% shares), barakat and elias for trading",other,50000.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf (ghayr mousajjal),nssf,0.0,parsed,0,3,18499.44,2781.0,not_applicable,,0,1,0,,0,,none,,0,,,,,1,apartment,212.0,100000.0,0,,,2,"mercedes, e 250, 2010; mercedes, ml 350, 2012",0,missing,other,1,missing,missing,0,,,denied,,,0,2024-09-30,0.0,Denied as per Committee Decision FA Spring 2024-25,,,,yes,denied,"Business Registration إذاعة تجارية - Father (Document must indicate the number of shares owned by your father)
Certificate of Ownership نفي ملكية
Recent Income Tax Statement from the Ministry of Finance - ضريبة دخل من وزارة المالية - Father (Ensure the tax booklet is for the last fiscal year)
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",4,"Ecole Religieuses de Nazareth, Kfarzeina",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,AUB Dorms,Self-Employed,,,,,,"Le Jardinier Bou Chahine, Lebanon",21200.0,3600.0,,,0,owner of Le Jardinier Bou Chahine,other,21200.0,parsed,0,Employed,Private Sector,Supervisor,Haykel Hospital,,422.0,,,,,,0,Medical Imaging supervisor,other,17682.0,parsed,0,2,37372.0,3400.0,not_applicable,,0,2,0,,0,,sickness,My father has cancer,0,,,,,6,apartment; business premises; house; land,6581.0,493495.0,3,,1000.0,2,"Hyundai, Accent, 2016; Kia, Forte, 2015",0,zero for all,none,0,fcsr,fcsr,0,,,denied,,,0,2025-11-18,0.0,Denied as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,Certificate of Ownership نفي ملكية,1,"College Des Filles De La Charite Dar Em Nour, Koura",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Project manager - architect,khatib and aalami,11590.0,37600.0,,,,,,0,Project manager at Khatib and alami,other,11500.0,parsed,0,Employed,Public Sector,Civil Engineer,,,9000.0,,,,,,0,Ministry of affairs,other,8600.0,parsed,0,1,3900.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,6,apartment; house; land,5325.0,465000.0,0,,,2,"BMW, 328i, 2013; BMW, x1, 2011",0,average,average,0,OC: 1/2 land in houmin el fawka + 1 land in jieh chouf + 1/3 land in jieh chouf + 1 apt in berj el barajneh baabda,reported_ownership,0,,,denied,,,0,2025-02-17,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,"Lycee Abdel Kader, Beirut",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Employed,Public Sector,Doctor,,2100.0,,,,,,,0,,missing,1371.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,none,,0,,,,,2,house; land,1300.0,90000.0,0,2700.0,,1,"Mercedes, 1997, 1997",0,0 for all,none,0,OC : 1 apt in mazraa + 1 land in chouf,reported_ownership,0,,,awarded,no_o_a,,0,2024-06-23,15.0,Awarded 15% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,,0,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Lebanon,Lebanon,Single,AUB Dorms,Self-Employed,,,,,,"RAHAF TRADING & CONTRACTING, Lebanon",556151.0,20263.0,,,0,,missing,556151.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,3,3999.0,0.0,not_applicable,,0,2,0,,0,,none,,0,,,,,6,apartment; house; land,1162.0,206000.0,2,,,1,"Toyota, RAV 4 SPORT, 2009",0,missing,other,1,2 apts in Baabda + 1 land in Baabda + 1/2 land in Baabda + 1/2 land in Chouf + 1/4 land in Chouf + 3 small portions of lands in Baabda,reported_ownership,0,,,denied,,,0,2024-11-16,0.0,Denied as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,denied,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"College Des Soeurs Du Bon Pasteur, Hammana",0
